END_REASON_ID,END_REASON_DESCRIPTION,END_REASON_DESCRIPTION CLEAR
6,СӨБ ийн сургуульд сурахаар,мэргэжил дээшлүүлэхээр
6,СӨБ-ын чиглэлээр суралцахаар болсон,мэргэжил дээшлүүлэхээр
0,СӨБС-д орсон.,ажиллаж байгаа
0,ТМС-г төгссөн,ажиллаж байгаа
6,ТМС-д суралцах болсон,мэргэжил дээшлүүлэхээр
?,Тонгол Америкийн хамтарсан БДС,
4,Тухайн сургууль Герман хэлний сургууль болсон.,халагдсан
6,Тэтгэлэг авч сургуульд явсан,мэргэжил дээшлүүлэхээр
10,Түр ажиллаж байсан,хүний оронд түр ажиллаж байсан
6,Төрийн захиргаа удирдлагын хөгжлийн институтэд суралцах,мэргэжил дээшлүүлэхээр
6,УБ ЦБК сургуульд элсэн орсон,мэргэжил дээшлүүлэхээр
6,УБДС -д элсэж орсон.,мэргэжил дээшлүүлэхээр
6,УБДС-д суралцах,мэргэжил дээшлүүлэхээр
6,УБДС-ийн СӨНХ-ийн СХ-ийн ангид элсүүлэв.,мэргэжил дээшлүүлэхээр
6,УБИС - ЭЛССЭН ОРСОН,мэргэжил дээшлүүлэхээр
6,УБИС-д багшийн коллежид суралцах болсон.,мэргэжил дээшлүүлэхээр
6,УБИС-д суралцах болсон тул,мэргэжил дээшлүүлэхээр
6,Улсын Багшийн Их Сургуульд элсэн суралцсан,мэргэжил дээшлүүлэхээр
6,Ховдын Багшийн дээд сургуульд элсэн орсон.,мэргэжил дээшлүүлэхээр
6,Хотод оюутан,мэргэжил дээшлүүлэхээр
11,Хувийн шалтгаанаар,өөрийн хүсэлтээр
6,Хүний нөөцийн сургалтанд суухаар чөлөөлөгдсөн.,мэргэжил дээшлүүлэхээр
10,Хүний оронд ажиллаж байсан,хүний оронд түр ажиллаж байсан
6,Хөрвөхөөр суралцаж байгаа.,мэргэжил дээшлүүлэхээр
6,Цагдаагийн дээд сургуульд суралцахаар,мэргэжил дээшлүүлэхээр
6,Цэцэрлэгийн  багшийн  сургуульд суралцах,мэргэжил дээшлүүлэхээр
6,Цэцэрлэгийн багшийн сургуульд орсон,мэргэжил дээшлүүлэхээр
6,Шашин судлаач бакалаврын сургалтад хамрагдахаар,мэргэжил дээшлүүлэхээр
6,Япон улсад магистрын сургалтад хамрагдах болсон,мэргэжил дээшлүүлэхээр
6,Японд сургалтаар яваад гэрээгээ сунгаагүй,мэргэжил дээшлүүлэхээр
6,"Японы Засгийн газрын тэтгэлэгт хөтөлбөрт тэнцэж, Японы улсын их сургуулийн ахисан төвшний хөтөлбөрт суралцахаар явах болсон",мэргэжил дээшлүүлэхээр
6,бакалварт суралцсан,мэргэжил дээшлүүлэхээр
6,давхар сурч байсан,мэргэжил дээшлүүлэхээр
6,дадлага хийсэн,мэргэжил дээшлүүлэхээр
6,дээд сургуульд суралцахаар,мэргэжил дээшлүүлэхээр
6,дээд сургуульд элсэн орсон,мэргэжил дээшлүүлэхээр
6,дээд сургуульд элсэн суралцсан,мэргэжил дээшлүүлэхээр
6,их дээд сургуульд суралцах,мэргэжил дээшлүүлэхээр
6,их сургуульд сурахаар явсан,мэргэжил дээшлүүлэхээр
6,их сургуульд сурсан,мэргэжил дээшлүүлэхээр
6,их сургуульд элссэн,мэргэжил дээшлүүлэхээр
6,магистрт суралцах,мэргэжил дээшлүүлэхээр
6,мэжгэжил дээшлүүлэхээр МУБИС-д элсэн суралцсан,мэргэжил дээшлүүлэхээр
6,мэргэжил дээшлүүлсэн,мэргэжил дээшлүүлэхээр
6,мэргэжил дээшлүүлэх,мэргэжил дээшлүүлэхээр
6,мэргэжил дээшлүүлэхээр,мэргэжил дээшлүүлэхээр
6,мэргэжил эзэмшсэн,мэргэжил дээшлүүлэхээр
6,оюутан болсон,мэргэжил дээшлүүлэхээр
6,"оюутан болсон
",мэргэжил дээшлүүлэхээр
6,суралцаж байсан,мэргэжил дээшлүүлэхээр
6,суралцах болсон,мэргэжил дээшлүүлэхээр
6,суралцах болсон тул,мэргэжил дээшлүүлэхээр
6,суралцахаар,мэргэжил дээшлүүлэхээр
6,суралцахаар болсон,мэргэжил дээшлүүлэхээр
6,суралцахаар явсан,мэргэжил дээшлүүлэхээр
6,суралцсан,мэргэжил дээшлүүлэхээр
6,сурах гээд,мэргэжил дээшлүүлэхээр
6,сурах зорилготой,мэргэжил дээшлүүлэхээр
6,сурахаар,мэргэжил дээшлүүлэхээр
6,сургалтаар чөлөөлөгдсөн,мэргэжил дээшлүүлэхээр
6,сургалтад суухаар ажлаас чөлөөлөгдсөн,мэргэжил дээшлүүлэхээр
6,сургалтад хамрагдсан,мэргэжил дээшлүүлэхээр
6,сургалтанд 2 сар хамрагдсан,мэргэжил дээшлүүлэхээр
6,сургалтанд явсан,мэргэжил дээшлүүлэхээр
6,сургуулльд явсан,мэргэжил дээшлүүлэхээр
6,сургууль сурахаар,мэргэжил дээшлүүлэхээр
6,сургуульд   сурсан,мэргэжил дээшлүүлэхээр
6,сургуульд орсон,мэргэжил дээшлүүлэхээр
6,сургуульд суралцахаар,мэргэжил дээшлүүлэхээр
6,сургуульд суралцсан,мэргэжил дээшлүүлэхээр
6,сургуульд суралцсан.,мэргэжил дээшлүүлэхээр
6,сургуульд сурах,мэргэжил дээшлүүлэхээр
6,сургуульд сурах болсон,мэргэжил дээшлүүлэхээр
6,сургуульд сурахаар,мэргэжил дээшлүүлэхээр
6,сургуульд сурсан,мэргэжил дээшлүүлэхээр
6,сургуульд явах,мэргэжил дээшлүүлэхээр
6,сурч байсан,мэргэжил дээшлүүлэхээр
6,удирдлагын  академд өдрөөр суралцсан,мэргэжил дээшлүүлэхээр
11,хувь,өөрийн хүсэлтээр
?,хугацаат цэргийн алба хаасан,
4,цомхотголоор,халагдсан
4,цомхтгол,халагдсан
?,цэргийн алба хаасан,
?,цэргээс халагдав,
6,цэцэрлэгийн багшийн сургулуьд суралцсан,мэргэжил дээшлүүлэхээр
6,цэцэрлэгийн багшийн сургуульд сурахаар болсон,мэргэжил дээшлүүлэхээр
14,шилжил хөдөлгөөн Улаанбаатар хотруу шилжсэн,хот суурин газар руу шилжин ажиллахаар болсон
4,эрхлэгчийн тушаалаар,халагдсан
9,Өөр ажилд шилжсэн.,нутаг дотроо шилжин ажиллахаар болсон
11,өөрийн хүсэлтээр,өөрийн хүсэлтээр
5,"
Ар гэрийн шаардлагаар","ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
9,1-р салбарлуу шилжсэн,нутаг дотроо шилжин ажиллахаар болсон
?,2 байгууллагын тохиролцсоноор ашиглалтын ажлаас чөлөөлөн Зүүнхараа хотын мод бэлтгэлийн аж ахуйн мэдэлд шилжүүлэв.,
9,63-р дэлгүүрт шилжүүлэв.,нутаг дотроо шилжин ажиллахаар болсон
9,Ажлын байраа сольсон,нутаг дотроо шилжин ажиллахаар болсон
4,Ажлын зохицуулалтаар чөлөөлөв,халагдсан
